OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume,Ignore,Change
1520000000000.0,8173.99,8296.0,8080.0,8278.0,27113.84746,1520000000000.0,222675105.8,196821,13747.59593,112939221.7,0,1.2724507859686667
1520000000000.0,8273.84,8930.0,8177.09,8856.98,39795.33749,1520000000000.0,337288580.4,289687,21087.90367,178802594.4,0,7.0479970606151365
1520000000000.0,8852.12,9035.0,8565.0,8915.31,40872.22991,1520000000000.0,358915978.1,295374,21145.84239,185753264.9,0,0.7138403004026006
1520000000000.0,8915.31,9020.67,8727.68,8787.02,29458.25348,1520000000000.0,261804372.9,229871,14937.89912,132830238.4,0,-1.438985296080552
1520000000000.0,8785.7,8985.0,8745.0,8934.01,25838.11471,1520000000000.0,229754640.6,190944,13246.60506,117823053.8,0,1.688084045665109
1520000000000.0,8934.0,9731.01,8922.0,9619.99,46268.79011,1520000000000.0,431210048.1,326608,24784.71044,231061865.3,0,7.678419520931272
1520000000000.0,9618.96,9759.82,8730.0,8869.99,81110.03759,1520000000000.0,745137763.0,477363,38824.01381,356851505.7,0,-7.7863927077355495
1520000000000.0,8869.99,9307.48,8651.62,9266.0,43300.30425,1520000000000.0,385046648.1,285850,22640.66914,201458888.2,0,4.464604807897192
1520000000000.0,9267.03,9395.0,8889.0,8915.35,37241.34704,1520000000000.0,342805674.6,268471,18517.60428,170503662.7,0,-3.794959118509385
1520000000000.0,8915.35,9427.48,8870.0,9348.0,34759.62842,1520000000000.0,321653866.2,257288,18251.63145,169069669.9,0,4.852866124156647
1520000000000.0,9348.0,9570.51,9163.74,9419.0,38149.85004,1530000000000.0,357004896.0,311494,19364.94518,181366653.8,0,0.7595207531022679
1530000000000.0,9417.04,9458.64,9124.99,9246.01,35002.03388,1530000000000.0,325019389.2,285951,17461.18903,162179073.4,0,-1.81617578347337
1530000000000.0,9246.01,9248.99,8800.49,9071.48,41018.46363,1530000000000.0,368688349.6,268741,20050.16784,180200005.0,0,-1.8876250404228487
1530000000000.0,9071.48,9268.0,8970.2,9247.84,26123.54396,1530000000000.0,238421833.8,188258,13960.45553,127439644.8,0,1.944114962497857
1530000000000.0,9247.81,9844.0,9168.4,9750.0,38768.38829,1530000000000.0,366028365.2,282581,21093.14034,199234352.4,0,5.430366757102498
1530000000000.0,9750.0,9830.04,9520.85,9713.99,28681.58888,1530000000000.0,277565997.6,210165,14779.49955,143070410.0,0,-0.36933333333333557
1530000000000.0,9714.0,10020.0,9682.0,9864.0,24990.01835,1530000000000.0,246807563.5,212076,13011.84429,128527643.0,0,1.5441630636195183
1530000000000.0,9863.99,9970.0,9417.03,9659.01,27690.35156,1530000000000.0,267359420.3,229309,13297.50696,128427770.5,0,-2.078063744995682
1530000000000.0,9661.02,9689.67,9181.0,9365.0,33787.64001,1530000000000.0,316015961.4,230754,15818.0488,147985335.4,0,-3.0640656990669766
1530000000000.0,9365.0,9475.7,9060.54,9187.56,25533.83189,1530000000000.0,236418155.7,189159,13086.54747,121220083.4,0,-1.8947143619861238
1530000000000.0,9178.0,9390.0,8965.0,9310.0,25673.5249,1530000000000.0,235736782.3,192337,13597.26816,124869560.7,0,1.4382218348224014
1530000000000.0,9310.0,9395.12,8970.0,9002.2,25055.06372,1530000000000.0,231595002.6,221075,12548.13816,116002381.6,0,-3.3061224489795844
1530000000000.0,9002.21,9016.8,8341.0,8400.0,48227.04806,1530000000000.0,418859806.5,365538,22767.45867,197915875.7,0,-6.689579558797219
1530000000000.0,8405.94,8646.88,8153.0,8465.94,40241.32081,1530000000000.0,337899865.9,310305,19545.9742,164142437.4,0,0.7137809691717999
1530000000000.0,8475.44,8763.36,8298.0,8679.71,25632.86936,1530000000000.0,219455683.1,215590,12797.04791,109577063.6,0,2.4101403584946457
1530000000000.0,8679.71,8879.99,8277.0,8663.34,37389.66653,1530000000000.0,320583612.2,292731,18408.05564,157869523.8,0,-0.18860077122391167
1530000000000.0,8663.37,8859.99,8401.3,8462.0,28126.95614,1530000000000.0,242341031.1,360379,13977.49765,120464422.6,0,-2.3243841599747075
